latitude,longitude,risk_level
48.840137748275865,2.3560735999999998,0.71
48.840137748275865,2.358716,0.58
48.84166601034483,2.3560735999999998,0.8
48.84166601034483,2.358716,0.81
48.84166601034483,2.3613584,0.93
48.8431942724138,2.3560735999999998,0.97
48.8431942724138,2.358716,0.94
48.8431942724138,2.3613584,0.77
48.8431942724138,2.3640008,0.05
48.8431942724138,2.3666432,0.73
48.84472253448276,2.3560735999999998,0.99
48.84472253448276,2.358716,0.7
48.84472253448276,2.3613584,0.11
48.84472253448276,2.3640008,0.58
48.84472253448276,2.3666432,0.57
48.84472253448276,2.3692856,0.6
48.84625079655172,2.3560735999999998,0.99
48.84625079655172,2.358716,0.65
48.84625079655172,2.3613584,0.24
48.84625079655172,2.3640008,0.36
48.84625079655172,2.3666432,0.42
48.84625079655172,2.3692856,0.54
48.84625079655172,2.371928,0.14
48.84625079655172,2.3745704,1.0
48.84777905862069,2.3560735999999998,0.97
48.84777905862069,2.358716,0.88
48.84777905862069,2.3613584,0.36
48.84777905862069,2.3640008,0.55
48.84777905862069,2.3666432,0.99
48.84777905862069,2.3692856,0.62
48.84777905862069,2.371928,0.45
48.84777905862069,2.3745704,0.04
48.84777905862069,2.3772127999999997,0.84
48.849307320689654,2.3560735999999998,0.99
48.849307320689654,2.358716,0.94
48.849307320689654,2.3613584,0.0
48.849307320689654,2.3640008,0.36
48.849307320689654,2.3666432,0.85
48.849307320689654,2.3692856,0.97
48.849307320689654,2.371928,0.98
48.849307320689654,2.3745704,0.14
48.849307320689654,2.3772127999999997,0.04
48.849307320689654,2.3798551999999997,0.2
48.849307320689654,2.3824975999999998,0.72
48.85083558275862,2.3560735999999998,0.98
48.85083558275862,2.358716,0.85
48.85083558275862,2.3613584,0.01
48.85083558275862,2.3640008,0.3
48.85083558275862,2.3666432,0.65
48.85083558275862,2.3692856,0.8
48.85083558275862,2.371928,0.72
48.85083558275862,2.3745704,0.32
48.85083558275862,2.3772127999999997,0.0
48.85083558275862,2.3798551999999997,0.0
48.85083558275862,2.3824975999999998,0.13
48.85083558275862,2.38514,0.41
48.852363844827586,2.3560735999999998,1.0
48.852363844827586,2.358716,0.77
48.852363844827586,2.3613584,0.75
48.852363844827586,2.3640008,0.37
48.852363844827586,2.3666432,0.57
48.852363844827586,2.3692856,0.66
48.852363844827586,2.371928,0.62
48.852363844827586,2.3745704,0.47
48.852363844827586,2.3772127999999997,0.29
48.852363844827586,2.3798551999999997,0.22
48.852363844827586,2.3824975999999998,0.11
48.852363844827586,2.38514,0.32
48.852363844827586,2.3877824,0.12
48.85389210689655,2.3560735999999998,0.87
48.85389210689655,2.358716,0.67
48.85389210689655,2.3613584,1.0
48.85389210689655,2.3640008,0.79
48.85389210689655,2.3666432,0.63
48.85389210689655,2.3692856,0.43
48.85389210689655,2.371928,0.51
48.85389210689655,2.3745704,0.55
48.85389210689655,2.3772127999999997,0.37
48.85389210689655,2.3798551999999997,0.25
48.85389210689655,2.3824975999999998,0.14
48.85389210689655,2.38514,0.33
48.85389210689655,2.3877824,0.66
48.85389210689655,2.3904248,0.95
48.85389210689655,2.3930672,0.8
48.85542036896552,2.3402192,0.2
48.85542036896552,2.3560735999999998,0.45
48.85542036896552,2.358716,0.48
48.85542036896552,2.3613584,0.79
48.85542036896552,2.3640008,0.77
48.85542036896552,2.3666432,0.7
48.85542036896552,2.3692856,0.46
48.85542036896552,2.371928,0.33
48.85542036896552,2.3745704,0.52
48.85542036896552,2.3772127999999997,0.45
48.85542036896552,2.3798551999999997,0.2
48.85542036896552,2.3824975999999998,0.15
48.85542036896552,2.38514,0.44
48.85542036896552,2.3877824,0.01
48.85542036896552,2.3904248,0.46
48.85542036896552,2.3930672,0.97
48.85542036896552,2.3957095999999996,0.27
48.856948631034484,2.3402192,0.61
48.856948631034484,2.3428616,1.0
48.856948631034484,2.3560735999999998,0.04
48.856948631034484,2.358716,0.25
48.856948631034484,2.3613584,0.42
48.856948631034484,2.3640008,0.59
48.856948631034484,2.3666432,0.71
48.856948631034484,2.3692856,0.63
48.856948631034484,2.371928,0.38
48.856948631034484,2.3745704,0.47
48.856948631034484,2.3772127999999997,0.46
48.856948631034484,2.3798551999999997,0.22
48.856948631034484,2.3824975999999998,0.26
48.856948631034484,2.38514,0.16
48.856948631034484,2.3877824,0.19
48.856948631034484,2.3904248,0.0
48.856948631034484,2.3930672,0.0
48.85847689310345,2.3402192,0.69
48.85847689310345,2.3428616,0.55
48.85847689310345,2.3560735999999998,0.01
48.85847689310345,2.358716,0.07
48.85847689310345,2.3613584,0.28
48.85847689310345,2.3640008,0.5
48.85847689310345,2.3666432,0.7
48.85847689310345,2.3692856,0.59
48.85847689310345,2.371928,0.58
48.85847689310345,2.3745704,0.31
48.85847689310345,2.3772127999999997,0.43
48.85847689310345,2.3798551999999997,0.24
48.85847689310345,2.3824975999999998,0.37
48.85847689310345,2.38514,0.11
48.85847689310345,2.3877824,0.51
48.85847689310345,2.3904248,0.23
48.860005155172416,2.3375768,0.49
48.860005155172416,2.3402192,0.53
48.860005155172416,2.3428616,0.43
48.860005155172416,2.345504,0.33
48.860005155172416,2.3560735999999998,0.06
48.860005155172416,2.358716,0.1
48.860005155172416,2.3613584,0.16
48.860005155172416,2.3640008,0.45
48.860005155172416,2.3666432,0.76
48.860005155172416,2.3692856,0.66
48.860005155172416,2.371928,0.54
48.860005155172416,2.3745704,0.42
48.860005155172416,2.3772127999999997,0.39
48.860005155172416,2.3798551999999997,0.34
48.860005155172416,2.3824975999999998,0.59
48.860005155172416,2.38514,0.31
48.860005155172416,2.3877824,0.38
48.86153341724138,2.3375768,0.97
48.86153341724138,2.3402192,0.44
48.86153341724138,2.3428616,0.46
48.86153341724138,2.345504,0.42
48.86153341724138,2.3481464,0.35
48.86153341724138,2.3560735999999998,0.15
48.86153341724138,2.358716,0.16
48.86153341724138,2.3613584,0.19
48.86153341724138,2.3640008,0.34
48.86153341724138,2.3666432,0.71
48.86153341724138,2.3692856,0.6
48.86153341724138,2.371928,0.47
48.86153341724138,2.3745704,0.43
48.86153341724138,2.3772127999999997,0.36
48.86153341724138,2.3798551999999997,0.14
48.86153341724138,2.3824975999999998,0.87
48.86153341724138,2.38514,1.0
48.86153341724138,2.3877824,0.14
