name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"53.562762,9.573723",2023-06-10,26.4,12.0,19.1,26.4,12.0,19.1,12.8,69.2,0.0,0,0.0,,0.0,0.0,35.6,20.3,61.4,1019.1,11.7,38.3,277.8,24.0,8,,2023-06-10T04:53:22,2023-06-10T21:49:24,0.75,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-11,27.3,14.1,20.7,26.6,14.1,20.6,9.3,50.3,0.0,0,0.0,,0.0,0.0,34.9,21.1,72.6,1020.3,12.2,43.8,306.8,26.5,8,,2023-06-11T04:52:58,2023-06-11T21:50:10,0.76,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,C7997,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-12,27.3,12.2,20.7,26.7,12.2,20.6,8.8,52.7,0.0,0,0.0,,0.0,0.0,38.5,20.5,87.8,1019.3,0.9,42.7,307.3,26.6,8,,2023-06-12T04:52:37,2023-06-12T21:50:53,0.79,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-13,25.1,10.9,18.4,25.1,10.9,18.4,7.8,52.3,0.0,0,0.0,,0.0,0.0,45.7,25.1,59.6,1018.0,0.4,44.2,316.2,27.4,8,,2023-06-13T04:52:19,2023-06-13T21:51:33,0.83,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-14,24.5,12.0,18.7,24.5,12.0,18.7,10.0,60.2,0.0,0,0.0,,0.0,0.0,40.7,18.9,65.0,1020.1,6.5,39.4,305.9,26.6,9,,2023-06-14T04:52:05,2023-06-14T21:52:11,0.87,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-15,23.5,9.6,18.1,23.5,9.6,18.1,8.9,57.3,0.0,0,0.0,,0.0,0.0,36.0,18.3,350.9,1019.9,31.4,43.0,191.3,16.6,7,,2023-06-15T04:51:54,2023-06-15T21:52:45,0.9,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-16,21.1,14.1,17.7,21.1,14.1,17.7,13.0,74.6,0.195,100,8.33,rain,0.0,0.0,39.6,20.6,295.5,1016.7,85.3,32.4,163.3,14.1,5,,2023-06-16T04:51:46,2023-06-16T21:53:15,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-17,25.0,14.9,19.3,25.0,14.9,19.3,13.3,71.3,0.09,100,12.5,rain,0.0,0.0,22.0,13.2,310.6,1014.6,57.4,21.6,241.8,20.9,8,,2023-06-17T04:51:42,2023-06-17T21:53:43,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,C7997,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-18,27.4,11.3,20.5,27.0,11.3,20.5,12.3,64.3,0.003,100,12.5,rain,0.0,0.0,22.3,9.9,358.7,1014.1,18.2,24.9,237.1,20.5,8,,2023-06-18T04:51:42,2023-06-18T21:54:07,0.0,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-19,27.3,18.4,22.3,27.3,18.4,22.4,14.5,62.4,0.192,100,4.17,rain,0.0,0.0,37.1,19.8,309.7,1011.9,74.5,41.7,177.8,15.5,6,,2023-06-19T04:51:45,2023-06-19T21:54:28,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-20,27.0,11.9,20.8,27.2,11.9,20.9,14.6,70.7,0.0,0,0.0,,0.0,0.0,33.8,15.6,89.4,1013.5,88.7,29.6,246.3,21.3,8,,2023-06-20T04:51:51,2023-06-20T21:54:45,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-21,24.4,16.9,20.9,24.4,16.9,20.9,16.0,75.7,18.028,100,20.83,rain,0.0,0.0,46.4,20.9,275.3,1014.6,51.9,31.4,262.3,22.6,9,,2023-06-21T04:52:01,2023-06-21T21:54:59,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-22,27.1,14.2,20.7,27.5,14.2,20.7,14.8,71.4,0.991,100,16.67,rain,0.0,0.0,36.7,17.3,64.0,1018.4,80.8,27.5,240.5,20.8,8,,2023-06-22T04:52:14,2023-06-22T21:55:10,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-23,23.5,16.1,18.6,23.5,16.1,18.6,15.1,82.0,24.896,100,58.33,rain,0.0,0.0,43.6,20.2,317.3,1019.1,81.7,25.2,168.9,14.6,7,,2023-06-23T04:52:30,2023-06-23T21:55:17,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-24,26.0,12.6,19.6,26.0,12.6,19.6,14.2,73.3,0.0,0,0.0,,0.0,0.0,25.6,14.0,274.0,1023.5,37.0,29.1,226.7,19.8,8,,2023-06-24T04:52:50,2023-06-24T21:55:21,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-25,29.1,13.9,22.4,28.9,13.9,22.5,15.4,68.3,0.0,0,0.0,,0.0,0.0,16.9,10.1,186.3,1018.9,8.0,29.2,257.6,22.3,8,,2023-06-25T04:53:13,2023-06-25T21:55:21,0.24,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,C9514,C7997,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-26,26.1,15.9,20.3,26.1,15.9,20.3,15.1,72.9,1.753,100,12.5,rain,0.0,0.0,51.5,28.0,271.4,1013.6,35.4,35.8,183.2,15.9,8,,2023-06-26T04:53:39,2023-06-26T21:55:18,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-27,20.3,13.4,16.7,20.3,13.4,16.7,11.9,74.5,2.505,100,54.17,rain,0.0,0.0,55.4,28.9,283.9,1016.5,27.3,36.8,229.5,19.9,7,,2023-06-27T04:54:08,2023-06-27T21:55:12,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-28,22.3,12.3,17.8,22.3,12.3,17.8,12.6,73.4,0.0,0,0.0,,0.0,0.0,32.0,15.9,268.1,1017.0,46.0,35.9,226.0,19.5,7,,2023-06-28T04:54:41,2023-06-28T21:55:01,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-29,23.3,17.6,20.0,23.3,17.6,20.0,16.3,80.0,4.538,100,29.17,rain,0.0,0.0,29.2,15.3,210.5,1014.1,98.8,21.1,164.8,14.3,6,,2023-06-29T04:55:16,2023-06-29T21:54:48,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-06-30,21.1,15.5,18.1,21.1,15.5,18.1,13.1,74.6,0.056,100,16.67,rain,0.0,0.0,31.3,15.6,295.3,1011.3,74.7,36.3,223.1,19.4,6,,2023-06-30T04:55:55,2023-06-30T21:54:31,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-01,17.8,15.2,16.5,17.8,15.2,16.5,13.8,84.8,7.125,100,62.5,rain,0.0,0.0,41.4,20.0,206.4,1003.6,93.9,25.9,54.6,4.8,2,,2023-07-01T04:56:37,2023-07-01T21:54:10,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-02,20.1,14.4,16.9,20.1,14.4,16.9,10.3,66.9,0.008,100,12.5,rain,0.0,0.0,61.9,31.7,256.1,1004.9,41.0,34.3,251.9,21.9,7,,2023-07-02T04:57:22,2023-07-02T21:53:46,0.47,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"00704,E9645,C7997,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-03,17.8,13.2,15.3,17.8,13.2,15.3,9.8,70.1,4.896,100,41.67,rain,0.0,0.0,61.2,24.4,238.5,1007.1,57.8,35.0,157.9,13.8,5,,2023-07-03T04:58:09,2023-07-03T21:53:19,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-04,18.3,11.4,14.1,18.3,11.4,14.1,11.0,82.4,12.893,100,54.17,rain,0.0,0.0,59.8,27.9,235.0,1009.9,50.9,30.3,187.3,16.1,6,,2023-07-04T04:58:59,2023-07-04T21:52:48,0.53,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"00704,E9645,C9514,C7997,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-05,18.3,11.4,14.8,18.3,11.4,14.8,10.9,79.0,8.697,100,45.83,rain,0.0,0.0,91.4,38.9,199.5,1007.3,82.8,31.2,102.0,9.0,8,,2023-07-05T04:59:53,2023-07-05T21:52:14,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-06,21.3,11.6,16.3,21.3,11.6,16.3,10.7,71.4,2.666,100,16.67,rain,0.0,0.0,46.8,18.9,245.6,1016.0,25.2,38.7,188.6,16.4,8,,2023-07-06T05:00:48,2023-07-06T21:51:37,0.6,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-07,25.7,8.8,18.5,25.7,8.8,18.5,10.8,66.1,0.0,0,0.0,,0.0,0.0,21.6,13.1,291.2,1021.3,2.0,32.6,280.2,24.2,8,,2023-07-07T05:01:47,2023-07-07T21:50:57,0.64,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-08,29.1,11.9,21.4,28.7,11.9,21.3,13.3,63.5,0.0,0,0.0,,0.0,0.0,29.2,16.1,73.2,1020.7,0.0,33.6,300.2,26.0,8,,2023-07-08T05:02:48,2023-07-08T21:50:13,0.67,Clear,Clear conditions throughout the day.,clear-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-09,30.4,16.0,22.8,31.0,16.0,23.0,15.5,65.0,0.618,100,8.33,rain,0.0,0.0,28.1,18.2,89.7,1019.6,53.7,35.5,251.9,21.8,8,,2023-07-09T05:03:51,2023-07-09T21:49:26,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-10,24.1,16.0,20.4,24.1,16.0,20.4,16.0,78.5,5.776,100,25.0,rain,0.0,0.0,50.0,21.9,292.7,1018.8,57.8,23.8,205.3,17.9,7,,2023-07-10T05:04:57,2023-07-10T21:48:36,0.75,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-11,29.6,12.9,21.5,29.4,12.9,21.5,14.6,69.2,0.0,0,0.0,,0.0,0.0,44.3,21.6,184.4,1014.2,79.4,35.9,238.6,20.4,8,,2023-07-11T05:06:05,2023-07-11T21:47:42,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,00760,01981,01975,04039"
"53.562762,9.573723",2023-07-12,22.1,15.6,18.3,22.1,15.6,18.3,16.1,87.6,38.639,100,62.5,rain,0.0,0.0,53.3,25.8,252.7,1008.7,66.2,32.9,176.5,15.0,9,,2023-07-12T05:07:15,2023-07-12T21:46:46,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-13,20.8,13.6,16.7,20.8,13.6,16.7,14.0,85.1,7.321,100,41.67,rain,0.0,0.0,51.1,22.8,236.1,1014.1,39.5,30.3,277.1,23.7,10,,2023-07-13T05:08:27,2023-07-13T21:45:47,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-14,23.6,12.5,18.2,23.6,12.5,18.2,14.1,79.1,0.002,100,8.33,rain,0.0,0.0,34.9,13.5,183.0,1015.4,28.5,30.9,239.8,20.7,9,,2023-07-14T05:09:42,2023-07-14T21:44:44,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-15,29.9,16.2,23.3,29.8,16.2,23.4,15.1,61.3,0.004,100,8.33,rain,0.0,0.0,59.4,31.2,178.6,1006.6,54.2,45.4,233.5,20.0,10,,2023-07-15T05:10:58,2023-07-15T21:43:39,0.92,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-16,22.2,16.6,19.7,22.2,16.6,19.7,14.1,72.1,3.796,100,20.83,rain,0.0,0.0,58.3,37.6,222.3,1011.0,62.2,41.4,196.7,16.9,9,,2023-07-16T05:12:16,2023-07-16T21:42:31,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-17,20.4,13.5,17.0,20.4,13.5,17.0,12.6,76.6,2.127,100,50.0,rain,0.0,0.0,57.6,24.7,234.2,1016.0,57.6,39.5,126.2,11.0,7,,2023-07-17T05:13:37,2023-07-17T21:41:20,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-18,21.3,11.7,16.2,21.3,11.7,16.2,12.9,82.8,7.981,100,16.67,rain,0.0,0.0,42.8,17.1,248.3,1018.5,63.7,29.3,186.6,16.0,7,,2023-07-18T05:14:58,2023-07-18T21:40:07,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-19,19.5,13.9,16.2,19.5,13.9,16.2,13.3,83.5,5.207,100,54.17,rain,0.0,0.0,30.6,15.0,353.4,1012.8,81.7,34.3,148.0,12.8,8,,2023-07-19T05:16:22,2023-07-19T21:38:51,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-20,18.9,12.3,15.7,18.9,12.3,15.7,11.8,78.9,6.221,100,45.83,rain,0.0,0.0,43.9,23.5,288.3,1013.0,30.8,34.9,174.6,15.3,10,,2023-07-20T05:17:47,2023-07-20T21:37:32,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-21,20.8,11.1,16.1,20.8,11.1,16.1,11.2,75.7,3.16,100,25.0,rain,0.0,0.0,27.0,19.3,272.9,1010.8,61.8,31.5,250.0,21.6,9,,2023-07-21T05:19:14,2023-07-21T21:36:10,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-22,19.8,11.6,15.0,19.8,11.6,15.0,12.2,84.4,2.926,100,54.17,rain,0.0,0.0,42.8,19.1,227.9,1011.7,63.6,24.8,153.4,13.4,8,,2023-07-22T05:20:42,2023-07-22T21:34:46,0.15,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-23,18.8,13.4,16.0,18.8,13.4,16.0,14.7,92.3,9.227,100,87.5,rain,0.0,0.0,42.1,22.5,194.4,1006.8,94.6,17.9,57.8,4.9,2,,2023-07-23T05:22:11,2023-07-23T21:33:20,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-24,23.6,15.1,18.6,23.6,15.1,18.6,15.6,83.4,5.551,100,29.17,rain,0.0,0.0,40.3,19.5,235.9,1001.3,82.3,36.2,181.9,15.8,10,,2023-07-24T05:23:42,2023-07-24T21:31:51,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-25,18.4,12.1,15.2,18.4,12.1,15.2,11.5,80.2,2.36,100,29.17,rain,0.0,0.0,42.8,25.2,273.9,1004.5,42.7,32.8,263.7,22.9,9,,2023-07-25T05:25:14,2023-07-25T21:30:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-26,17.9,11.4,14.4,17.9,11.4,14.4,11.0,80.8,1.56,100,45.83,rain,0.0,0.0,43.6,26.0,255.2,1009.4,60.6,36.7,202.3,17.7,9,,2023-07-26T05:26:47,2023-07-26T21:28:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-27,17.3,11.4,14.6,17.3,11.4,14.6,13.4,92.8,5.431,100,66.67,rain,0.0,0.0,29.9,16.9,157.9,1006.3,82.6,26.8,51.9,4.6,1,,2023-07-27T05:28:21,2023-07-27T21:27:11,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-28,21.6,15.7,18.1,21.6,15.7,18.1,16.1,89.0,6.898,100,66.67,rain,0.0,0.0,29.9,13.2,325.6,1004.5,86.4,19.6,129.5,11.1,5,,2023-07-28T05:29:56,2023-07-28T21:25:33,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-29,23.6,15.9,18.8,23.6,15.9,18.8,16.6,88.5,5.006,100,45.83,rain,0.0,0.0,40.0,20.8,239.0,1006.0,70.2,17.9,128.4,10.9,7,,2023-07-29T05:31:32,2023-07-29T21:23:54,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-30,20.6,13.8,16.5,20.6,13.8,16.5,14.4,87.9,8.331,100,50.0,rain,0.0,0.0,56.2,24.5,225.2,1008.3,60.9,25.0,143.5,12.4,6,,2023-07-30T05:33:09,2023-07-30T21:22:12,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-07-31,17.8,13.7,15.7,17.8,13.7,15.7,15.1,96.0,40.543,100,79.17,rain,0.0,0.0,51.1,18.0,205.3,1004.7,99.5,22.7,80.2,6.9,2,,2023-07-31T05:34:47,2023-07-31T21:20:28,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-01,18.1,15.3,16.6,18.1,15.3,16.6,15.0,90.4,17.055,100,83.33,rain,0.0,0.0,47.9,18.6,238.4,996.3,83.1,26.9,156.7,13.6,8,,2023-08-01T05:36:25,2023-08-01T21:18:42,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-02,18.8,14.9,16.8,18.8,14.9,16.8,15.1,90.0,6.857,100,58.33,rain,0.0,0.0,38.9,20.0,187.8,995.0,89.0,27.7,91.8,7.9,4,,2023-08-02T05:38:04,2023-08-02T21:16:54,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-03,21.3,14.6,17.3,21.3,14.6,17.3,15.3,88.9,13.787,100,79.17,rain,0.0,0.0,37.4,19.3,243.3,993.9,79.2,32.2,121.5,10.4,4,,2023-08-03T05:39:44,2023-08-03T21:15:05,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-04,19.7,14.6,16.9,19.7,14.6,16.9,13.9,82.9,1.968,100,37.5,rain,0.0,0.0,34.9,20.3,272.3,1010.0,47.6,36.2,132.3,11.1,8,,2023-08-04T05:41:25,2023-08-04T21:13:13,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-05,21.6,12.6,16.9,21.6,12.6,16.9,12.3,75.6,0.054,100,8.33,rain,0.0,0.0,24.8,14.3,162.8,1013.2,44.7,31.6,279.8,24.2,9,,2023-08-05T05:43:06,2023-08-05T21:11:20,0.62,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-06,18.6,13.9,16.2,18.6,13.9,16.2,14.1,87.8,4.319,100,70.83,rain,0.0,0.0,26.6,16.0,18.9,1006.1,99.7,31.9,50.3,4.4,2,,2023-08-06T05:44:47,2023-08-06T21:09:26,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,C9514,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-07,17.3,13.4,15.2,17.3,13.4,15.2,11.6,80.4,3.68,100,75.0,rain,0.0,0.0,68.4,38.4,283.3,1006.6,88.3,34.7,140.0,12.0,5,,2023-08-07T05:46:29,2023-08-07T21:07:29,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-08,16.2,12.2,13.7,16.2,12.2,13.7,10.8,82.7,17.136,100,91.67,rain,0.0,0.0,68.8,33.6,257.5,1007.6,52.2,34.4,90.2,7.9,5,,2023-08-08T05:48:12,2023-08-08T21:05:32,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-09,18.6,10.7,14.3,18.6,10.7,14.3,10.5,79.2,1.528,100,54.17,rain,0.0,0.0,53.6,24.3,267.0,1012.8,41.8,41.0,219.7,19.0,9,,2023-08-09T05:49:55,2023-08-09T21:03:32,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-10,20.3,9.2,15.0,20.3,7.9,14.8,9.8,73.7,0.0,0,0.0,,0.0,0.0,33.5,15.8,276.8,1020.3,27.0,36.3,192.2,16.6,9,,2023-08-10T05:51:38,2023-08-10T21:01:31,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-11,26.6,11.1,19.1,26.6,11.1,19.1,14.5,77.2,0.0,0,0.0,,0.0,0.0,27.4,13.6,180.7,1020.1,55.4,39.0,143.5,12.4,6,,2023-08-11T05:53:21,2023-08-11T20:59:29,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-12,21.6,14.2,18.9,21.6,14.2,18.9,17.7,93.2,8.629,100,54.17,rain,0.0,0.0,32.0,21.7,210.2,1015.4,82.2,26.9,59.2,5.3,3,,2023-08-12T05:55:05,2023-08-12T20:57:26,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-13,23.8,13.2,18.5,23.8,13.2,18.5,14.6,80.4,0.0,0,0.0,,0.0,0.0,36.0,19.0,215.0,1016.3,53.2,31.5,182.6,15.7,7,,2023-08-13T05:56:49,2023-08-13T20:55:21,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-14,26.2,11.9,19.3,26.2,11.9,19.3,15.3,79.8,0.0,0,0.0,,0.0,0.0,20.9,8.9,139.2,1015.2,45.4,22.1,211.9,18.3,9,,2023-08-14T05:58:33,2023-08-14T20:53:14,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-15,25.1,15.7,20.3,25.1,15.7,20.3,17.3,84.0,0.139,100,16.67,rain,0.0,0.0,41.8,20.6,256.3,1014.6,68.3,28.8,134.6,11.7,7,,2023-08-15T06:00:17,2023-08-15T20:51:07,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-16,21.9,12.7,17.8,21.9,12.7,17.8,14.1,80.4,0.004,100,4.17,rain,0.0,0.0,23.0,13.4,329.8,1021.4,52.3,29.5,199.2,17.2,9,,2023-08-16T06:02:02,2023-08-16T20:48:58,0.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-17,17.0,15.4,16.0,17.0,15.4,16.0,14.5,90.7,11.08,100,54.17,rain,0.0,0.0,32.4,16.0,40.9,1021.9,90.9,29.9,37.5,3.3,2,,2023-08-17T06:03:46,2023-08-17T20:46:49,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-08-18,26.3,15.4,19.9,26.3,15.4,19.9,17.4,85.8,0.0,0,0.0,,0.0,0.0,30.6,16.6,60.3,1018.8,54.6,28.2,123.8,10.8,5,,2023-08-18T06:05:31,2023-08-18T20:44:38,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
